start,end,days
1817,8830,921768
2747,8474,921772
3911,8296,921794
897,8663,921816
897,8663,921848
274,8400,921871
1817,8830,921927
1317,8749,921939
434,8871,921987
3912,8360,922043
1817,8830,922048
3149,8340,922082
274,8400,922103
897,8663,922121
476,8484,922128
897,8663,922181
2795,8728,922233
1088,8841,922251
1317,8749,922252
843,8639,922272
434,8871,922285
1088,8841,922286
1436,8811,922305
434,8871,922310
434,8871,922323
1088,8841,922355
3913,9006,922370
344,8449,922379
3912,8360,922382
274,8400,922387
46,8785,922390
3044,8937,922391
1317,8749,922397
3913,9006,922399
3913,9006,922420
2241,8334,922432
401,8766,922440
1317,8749,922441
1088,8841,922492
3541,9008,922520
1317,8749,922531
1088,8841,922542
3541,9008,922549
3913,9006,922580
3149,8340,922609
1633,8785,922631
1088,8841,922660
2241,8334,922663
3913,9006,922673
1633,8785,922689
2167,8867,922740
3913,9006,922754
1088,8841,922771
897,8663,922774
967,8427,922790
3174,8268,922792
401,8568,922813
526,8535,922823
897,8663,922827
274,8400,922854
483,8679,922880
1633,8785,922909
895,8662,922928
3914,8541,922939
105,8318,922977
2795,8728,922981
476,8484,922982
3915,8889,922990
476,8484,923003
3174,8268,923004
967,8427,923008
1264,8624,923016
105,8318,923030
3913,9006,923061
3913,9006,923096
526,8535,923107
483,8679,923111
952,8640,923137
1264,8624,923140
3916,8624,923150
2909,8888,923157
1088,8841,923165
3174,8268,923178
1633,8785,923181
1351,8246,923188
904,8665,923208
897,8663,923208
1088,8841,923221
172,8250,923248
3913,9006,923251
526,8535,923260
483,8679,923283
1857,8340,923284
28,8255,923289
2795,8728,923315
3912,8360,923334
526,8535,923364
1351,8397,923385
3856,8546,923407
3913,9006,923419
441,8506,923426
526,8535,923426
1264,8624,923445
952,8640,923477
441,8506,923482
769,8937,923490
401,9012,923495
3913,9006,923505
3917,8825,923506
1264,8624,923509
1633,8785,923528
769,8318,923559
1633,8785,923580
3533,8541,923609
897,8663,923627
2795,8728,923640
3918,8624,923663
3919,8853,923707
2142,8541,923711
434,8871,923738
526,8535,923744
3912,8360,923857
1829,8888,923882
3541,9008,923886
1450,8546,923900
715,8598,923904
483,8679,923924
99,8541,923959
483,8679,923989
1633,8785,924039
99,8541,924044
715,8598,924054
3920,9027,924064
483,8679,924073
715,8598,924085
106,8734,924092
3912,8360,924106
3894,8340,924112
3920,9027,924121
483,8679,924130
715,8598,924140
908,8663,924143
952,8640,924154
1088,8841,924158
99,8541,924164
483,8679,924179
952,8640,924186
715,8598,924216
3053,8575,924225
3475,8813,924244
2241,8334,924251
483,8679,924260
908,8663,924284
526,8535,924290
1829,8888,924312
1088,8988,924333
715,8598,924359
3917,8825,924404
1829,8888,924405
715,8598,924406
715,8598,924438
3920,9027,924444
624,8648,924446
3917,8825,924446
483,8679,924456
3912,8360,924458
1088,8988,924467
401,9012,924477
434,8871,924500
3541,9008,924527
3920,9027,924532
624,8717,924534
3917,8825,924542
952,8640,924551
526,8535,924553
624,8717,924571
952,8640,924634
401,8786,924652
438,8767,924653
434,8871,924655
3541,9008,924661
1088,8988,924668
715,8598,924690
3541,9008,924706
434,8871,924710
1857,8344,924718
483,8679,924728
936,8624,924741
3920,9027,924760
3541,9008,924763
715,8598,924781
936,8624,924783
505,8525,924802
936,8624,924808
1088,8988,924809
3359,8449,924814
3508,8685,924822
3672,9016,924846
3672,9016,924893
1069,8706,924899
3672,9016,924927
3314,8990,924942
715,8598,924968
3672,9016,924971
1712,8821,925014
434,8871,925023
372,8455,925031
3921,8734,925063
843,8639,925069
3912,8360,925095
3672,9016,925106
1712,8821,925107
715,8598,925109
462,8420,925119
3922,8578,925131
715,8598,925144
3912,8360,925145
3047,8671,925185
434,8871,925194
715,8598,925205
3912,8360,925235
715,8598,925288
1088,8988,925297
434,8871,925300
372,8455,925321
3672,9016,925322
3047,8671,925326
434,8871,925331
423,8831,925340
1072,8550,925350
3913,9006,925364
1264,8624,925388
3475,8813,925392
3672,9016,925400
434,8871,925408
1067,8512,925413
2837,8942,925428
372,8455,925431
3913,9006,925455
2837,8942,925485
3672,9016,925489
715,8598,925494
2137,8878,925505
3913,9006,925506
3920,9027,925507
1069,8706,925512
1088,8841,925525
534,8277,925527
2837,8942,925540
2058,8472,925542
3920,9027,925583
1072,8550,925585
3508,8685,925598
3149,8340,925609
936,8882,925610
936,8882,925676
715,8598,925677
2178,8881,925699
3920,9027,925717
3417,8888,925733
3017,8268,925733
200,8431,925747
3508,8685,925748
401,9012,925762
2178,8881,925775
3920,9027,925799
3508,8240,925804
2178,8881,925808
641,8580,925838
200,8431,925900
434,8871,925914
3149,8340,925977
200,8431,925984
1660,8853,925991
1072,8550,926027
143,8512,926059
3920,9027,926082
3923,8371,926085
143,8512,926089
3713,8568,926097
1072,8550,926110
3924,8512,926127
2735,8934,926163
3047,8388,926220
505,8525,926230
533,8688,926235
2818,8941,926259
434,8871,926286
2137,9009,926305
2795,8728,926333
312,8244,926338
372,8455,926338
3149,8340,926357
3541,9008,926364
850,8656,926444
18,8853,926451
3541,9008,926454
850,8656,926456
344,8449,926457
3913,9006,926466
850,8656,926468
200,8431,926486
3149,8340,926597
829,8631,926619
789,8431,926626
2818,8941,926631
1712,8821,926634
3925,8624,926660
3541,9008,926668
829,8631,926671
3926,8794,926674
796,9024,926681
2105,8250,926685
3599,9003,926699
146,8277,926712
3599,9003,926780
2137,8878,926792
2178,8881,926810
2137,8878,926831
885,8657,926840
3927,8366,926855
2137,8878,926861
401,9012,926884
939,8937,926893
3928,8464,926905
2506,8589,926924
1712,8821,926930
2795,8728,926952
2137,8878,926953
1712,8821,926962
69,8268,926990
3149,8340,927026
1067,8512,927033
401,9012,927091
401,9012,927151
401,9012,927181
2178,8881,927196
200,8431,927231
69,9027,927286
2178,8881,927295
3929,8624,927296
3930,8897,927307
2795,8728,927343
3120,8967,927346
3149,8340,927362
200,8431,927373
2178,8881,927373
1067,8616,927391
3931,8238,927404
871,9027,927421
3672,9016,927450
1097,8713,927454
9,8294,927459
3541,9008,927481
505,8525,927497
3149,8340,927506
200,8431,927550
803,8815,927554
1097,8713,927571
3149,8340,927583
69,8455,927592
9,8294,927595
2837,8942,927602
751,8888,927612
505,8525,927614
3672,9016,927625
3391,8649,927658
3932,8433,927659
1679,8815,927709
372,8455,927746
3933,8889,927753
850,8600,927759
3930,8897,927765
3934,8340,927769
2094,8340,927791
3933,8889,927798
3120,8967,927799
9,8294,927814
850,8600,927821
1097,8713,927821
3933,8889,927826
505,8525,927840
9,8294,927845
3933,8889,927873
2144,8859,927875
3223,8522,927876
3149,8340,927919
3933,8889,927935
3933,8889,927979
850,8642,928019
505,8525,928024
2094,8443,928029
1097,8713,928040
401,8568,928046
3541,9008,928056
389,8634,928081
3933,8889,928081
850,8656,928104
401,8568,928106
3933,8889,928123
3149,8340,928140
2974,8448,928165
3584,8859,928196
2974,8448,928212
275,8366,928224
3330,8956,928230
944,8295,928246
1097,8713,928251
3149,8340,928260
3584,8859,928261
3933,8889,928289
2070,8907,928291
944,8295,928323
3933,8889,928335
2795,8728,928340
3933,8889,928352
1712,8821,928386
332,8937,928421
3672,9016,928439
320,8412,928465
1085,8970,928484
1712,8821,928514
320,8412,928520
1097,8713,928521
1085,8970,928522
885,8657,928522
3846,9030,928527
3672,9016,928533
3330,8956,928545
944,8295,928552
3541,9008,928558
3672,9016,928580
1712,8821,928581
9,8471,928588
3672,9016,928604
3935,8541,928607
1097,8713,928609
69,9027,928626
2144,8859,928659
2795,8728,928681
3541,9008,928693
320,8412,928720
505,8525,928721
9,8471,928724
3936,8278,928730
401,8738,928737
3541,9008,928742
2837,8942,928744
320,8412,928746
2094,8589,928752
320,8412,928789
3933,8889,928795
320,8412,928807
1207,8553,928848
2795,8728,928860
1207,8553,928876
426,8235,928879
69,8340,928887
1097,8713,928895
3933,8889,928935
1097,8713,928967
426,8235,929001
3933,8889,929050
3933,8889,929070
3933,8889,929093
2765,8265,929095
431,8912,929108
3937,8238,929145
1097,8713,929158
2080,8391,929187
3846,9030,929202
3541,9008,929220
964,8714,929235
1097,8713,929237
3846,9030,929276
1097,8713,929329
715,8598,929451
3149,8340,929489
3933,8889,929504
9,8235,929509
3584,8859,929510
3312,8840,929513
1720,8663,929548
1904,8383,929559
1720,8663,929606
3846,9030,929624
2837,8942,929659
2731,8445,929661
715,8598,929722
3938,8483,929739
3794,8319,929778
715,8598,929787
1720,8663,929788
2058,8472,929793
1712,8821,929821
715,8598,929842
2058,8472,929850
3846,9030,929860
3672,9016,929875
715,8598,929924
3939,8548,929931
69,8525,929941
3149,8340,929951
438,8319,929959
3933,8889,929982
1712,8821,929998
3505,8669,930030
3933,8889,930041
3858,9033,930052
3933,8889,930072
2058,8472,930076
2137,8878,930077
2726,8629,930086
334,8542,930098
3933,8889,930101
2055,8232,930112
3933,8889,930117
2055,8232,930117
3933,8889,930135
3933,8889,930149
2079,8527,930154
3933,8889,930158
3933,8889,930166
3149,8340,930167
3940,8340,930181
3933,8889,930190
526,8535,930217
3941,8251,930223
3149,8340,930237
9,8471,930239
3858,9033,930257
3667,8828,930282
84,8763,930304
1817,8830,930331
3942,8888,930432
2837,8942,930463
3749,8261,930484
172,8250,930486
526,8535,930487
3943,8733,930493
2837,8942,930498
2366,8684,930499
3943,8733,930529
1712,8821,930539
1817,8830,930544
3149,8340,930551
172,8250,930557
3943,8733,930582
3944,8286,930586
1817,8830,930590
3125,8813,930627
3312,8840,930631
3149,8340,930660
9,8471,930695
2366,8591,930756
978,8669,930792
419,8955,930820
3943,8733,930821
991,8546,930893
3073,8951,930903
3943,8733,930914
796,8274,930941
1817,8830,930969
1695,8586,930974
1695,8586,931004
3791,8548,931007
991,8546,931032
1720,8663,931052
1592,8566,931066
1817,8830,931089
1592,8566,931109
3459,8553,931115
1720,8663,931123
3858,9033,931128
1720,8663,931146
3881,8763,931157
1088,8841,931177
1592,8566,931179
3459,8553,931188
1720,8663,931197
2729,8420,931227
3858,9033,931228
3943,8733,931236
991,8546,931263
1088,8841,931308
1088,8841,931340
1041,8336,931345
3312,8840,931350
2795,8728,931404
312,8443,931439
1088,8841,931461
1088,8841,931478
1817,8830,931485
796,8436,931504
1817,8830,931521
1913,8548,931521
1817,8830,931543
2095,8589,931594
1088,8841,931614
3459,8553,931639
1817,8830,931640
3459,8553,931682
1245,8739,931720
1088,8841,931729
1069,8706,931736
1817,8830,931755
3945,8515,931782
1069,8706,931807
1088,8841,931817
3459,8553,931873
3125,8813,931934
2095,8589,931974
145,8345,932060
537,8542,932093
3,8230,932120
3946,8340,932168
818,8412,932177
3,8230,932180
3947,8267,932180
1444,8481,932180
18,8340,932186
971,8267,932219
3,8230,932266
3947,8267,932275
3149,8340,932332
3,8230,932341
2095,8589,932345
3948,8340,932362
2837,8942,932362
1753,8897,932364
3,8230,932387
3949,8548,932394
3125,8813,932407
3149,8340,932417
2095,8589,932430
3,8230,932434
1817,8830,932434
1829,8448,932438
340,8267,932440
618,8570,932450
2095,8589,932492
3,8230,932504
2917,8267,932508
88,8952,932509
51,8300,932520
2795,8728,932526
3081,8870,932546
3149,8340,932546
1718,8822,932622
3,8230,932639
2095,8589,932653
3950,8344,932659
3,8230,932666
2655,8412,932718
618,8570,932720
2469,8905,932729
3,8230,932740
2095,8589,932767
1718,8822,932807
347,8678,932807
3,8230,932825
88,8952,932831
1061,8667,932834
347,8678,932835
2241,8334,932842
2095,8589,932848
3,8230,932849
3951,8296,932862
3881,8763,932938
478,8454,932943
143,8382,932949
1817,8830,932952
2807,8888,932955
478,8454,932967
579,8316,932988
422,8340,933036
3952,8624,933059
3953,8267,933064
2469,8905,933122
3953,8267,933180
2241,8334,933214
2152,8641,933214
422,8340,933218
2469,8905,933232
2917,8267,933234
9,8294,933244
3953,8267,933275
3424,8702,933292
1985,8839,933327
1817,8830,933396
847,8640,933416
847,8640,933430
527,8511,933469
2241,8334,933476
1817,8830,933511
2366,8583,933533
2917,8267,933550
2669,8390,933563
2241,8838,933569
1817,8830,933594
1444,8481,933623
3954,8583,933629
624,8383,933634
3955,8447,933651
3424,8702,933663
1817,8830,933664
2669,8431,933669
3149,8340,933673
2366,8583,933696
3956,8340,933707
3149,8340,933740
1600,8764,933782
3913,9006,933812
3954,8583,933829
1600,8764,933830
3957,8296,933902
2241,8334,933908
2241,8838,933922
3958,8348,933946
1981,8875,933995
3959,8477,934015
286,8729,934044
2241,8838,934055
536,8541,934060
3149,8340,934095
533,8296,934097
1904,8383,934225
2144,8859,934235
3954,8583,934280
3960,8263,934292
340,8267,934314
1245,8739,934324
3149,8340,934327
1878,8737,934349
3913,9006,934357
269,8859,934361
1412,8837,934384
3149,8340,934396
3961,8734,934402
3955,8447,934412
1618,8579,934420
269,8859,934429
282,8296,934432
624,8383,934433
340,8267,934465
1149,8870,934500
3920,9027,934517
2241,8334,934531
1600,8764,934537
282,8296,934544
3960,8484,934550
269,8859,934552
3960,8484,934567
3791,8548,934579
633,8574,934585
624,8383,934587
2144,8859,934590
1600,8764,934611
1088,8841,934622
1088,8841,934645
3962,8624,934652
3961,8734,934656
513,8528,934679
422,8340,934680
2795,8728,934682
513,8528,934694
3960,8484,934707
269,8859,934757
1088,8841,934761
3960,8484,934762
1904,8383,934803
1088,8841,934808
3718,8277,934842
624,8383,934844
998,8730,934852
1088,8841,934862
404,8491,934864
354,8548,934869
751,8888,934873
3953,8267,934897
3920,9027,934898
998,8730,934918
3920,9027,934937
3672,9016,934938
624,8383,934941
354,8548,934952
1608,9039,934971
331,8412,934982
1025,8566,935018
2241,8334,935023
1608,9039,935024
3446,8640,935029
3963,8515,935037
3964,8547,935038
1025,8566,935057
3963,8515,935063
431,8502,935103
1608,9039,935109
9,8471,935123
1608,9039,935130
2241,8334,935136
1222,8735,935164
3963,8515,935176
1608,9039,935179
563,8287,935180
1222,8735,935196
2924,8813,935203
1292,8745,935211
1088,8841,935223
3446,8640,935226
2366,9021,935236
1088,8841,935255
3446,8640,935257
3965,9040,935265
3672,9016,935277
624,8383,935289
3965,9040,935317
1698,8748,935332
1025,8875,935348
624,8383,935353
3961,8734,935402
1025,8875,935407
527,8511,935417
1712,8821,935438
3672,9016,935444
1222,8735,935445
3961,8734,935448
1088,8833,935461
3966,8624,935475
527,8511,935487
624,8672,935504
633,8574,935515
624,8672,935520
1088,8833,935536
3920,9012,935542
18,8555,935578
1712,8821,935580
2366,9021,935593
513,8528,935603
3967,8251,935625
1712,8821,935629
1025,8875,935655
3965,9040,935671
1712,8821,935671
536,8541,935675
1712,8821,935700
484,8735,935719
2366,9021,935726
431,8837,935742
484,8251,935755
2867,8412,935770
484,8251,935782
422,8340,935797
285,8684,935813
484,8251,935818
1088,8833,935823
2241,8334,935832
484,8251,935840
1486,8296,935841
1088,8833,935858
1486,8296,935870
2366,9021,935888
657,8554,935901
2241,8334,935905
1264,8624,935914
431,8837,935926
3966,8522,935938
2366,9021,935950
3966,8522,935953
3966,8522,935972
3966,8522,935991
484,8735,935996
1088,8833,936002
1449,8230,936042
3120,8967,936046
3965,9040,936060
1449,8230,936060
422,8340,936075
3968,8472,936115
2975,8532,936121
2241,8838,936131
1088,8833,936157
1412,8532,936158
3920,9027,936167
3969,8533,936170
1712,8821,936176
665,8557,936181
1712,8821,936200
1449,8230,936219
9,8235,936238
3920,9027,936265
2366,9021,936269
1222,8735,936282
3970,8871,936312
404,8491,936328
2358,8412,936331
72,8279,936336
1486,8250,936380
1222,8735,936407
2366,9021,936409
2241,8334,936422
3965,9040,936482
1681,8251,936491
2366,9021,936493
3206,8976,936510
3965,9040,936555
3971,8267,936570
341,8346,936571
1088,8833,936582
1067,8678,936585
1570,8512,936587
2241,8334,936590
1067,8678,936601
2241,8838,936632
876,8652,936633
1681,8251,936648
2366,9021,936649
1088,8833,936692
3972,8605,936696
341,8346,936702
3965,9040,936719
401,8738,936733
1322,8722,936737
2241,8838,936740
317,8321,936766
3973,8640,936785
2241,8838,936786
7,8234,936791
1608,9039,936803
1449,8230,936828
401,8738,936841
1449,8230,936845
2366,9021,936850
1088,8833,936867
1570,8512,936873
2366,9021,936900
1801,8287,936962
3965,9040,936968
401,8738,936980
3974,8698,936996
401,8818,937028
1681,8251,937031
1075,8913,937046
507,8533,937049
2241,8334,937051
2366,9021,937056
3965,9040,937068
3973,8640,937098
2241,8334,937107
18,8603,937115
507,8532,937126
1570,8512,937131
7,8234,937150
2747,8474,937150
3913,9006,937155
1088,8833,937166
3965,9040,937183
1075,8913,937185
1322,8722,937186
3973,8640,937192
88,8952,937235
1608,9039,937285
3965,9040,937310
1681,8251,937315
3975,8412,937339
3965,9040,937342
7,8234,937346
1014,8603,937350
9,8294,937356
1075,8913,937358
1681,8251,937401
3913,9006,937403
1322,8722,937446
1088,8833,937447
1025,8875,937449
1608,9039,937453
2366,9021,937462
3976,8525,937482
7,8234,937493
3913,9006,937498
1608,9039,937527
1608,9039,937542
326,8457,937543
96,8294,937551
3973,8640,937558
135,8341,937561
1681,8251,937563
507,8583,937567
3965,9040,937593
3973,8640,937597
2366,9021,937614
3965,9040,937638
3913,9006,937643
1088,8833,937644
135,8341,937653
1374,8678,937660
145,8515,937664
2366,9021,937668
3913,9006,937677
1681,8251,937690
3913,9006,937699
2366,9021,937712
3913,9006,937717
2111,8349,937753
3977,8441,937815
401,8738,937831
2008,8861,937834
3913,9006,937838
7,8234,937842
135,8341,937843
401,8738,937861
1322,8722,937868
1088,8833,937874
2008,8861,937874
1088,8833,937907
3913,9006,937936
96,8337,937954
1322,8722,937956
3646,8738,937964
507,8671,937973
3913,9006,938008
2879,8480,938027
401,8738,938049
198,8376,938057
1608,9039,938078
2342,8388,938081
3672,9016,938083
1014,8603,938088
1817,8830,938108
1608,9039,938129
3913,9006,938140
341,8346,938151
3672,9016,938163
1817,8830,938194
88,8952,938195
1137,8720,938199
1053,8701,938210
2342,8388,938218
3672,9016,938225
2342,8388,938252
513,8528,938254
1014,8603,938262
513,8528,938276
800,8232,938279
81,8875,938288
3973,8640,938296
1131,8533,938309
3978,8251,938325
1221,8412,938328
3913,9006,938330
2111,8349,938334
3184,8875,938347
3672,9016,938370
3459,8553,938385
2231,8549,938389
3672,9016,938397
1681,8251,938401
1322,8722,938423
3672,9016,938424
2111,8603,938458
3672,9016,938460
14,8660,938474
3913,9006,938479
14,8660,938480
3979,8888,938483
485,8412,938498
1713,8505,938518
3672,9016,938527
3913,9006,938537
3672,9016,938546
3965,9040,938587
3672,9016,938591
3979,8888,938600
271,8433,938633
1608,9039,938636
1608,9039,938659
756,8611,938663
3965,9040,938664
3913,9006,938676
365,8235,938694
3672,9016,938695
1817,8830,938696
1302,8309,938706
3672,9016,938723
3184,8875,938723
3541,9008,938723
1608,9039,938737
14,8240,938746
3965,9040,938755
341,8346,938759
1710,8283,938771
3913,9006,938792
1322,8722,938805
1302,8309,938805
3965,9040,938822
756,8611,938832
3459,8553,938865
2366,9021,938865
3980,8875,938873
3913,9006,938873
1817,8830,938876
2366,9021,938893
3965,9040,938894
2366,9021,938921
18,8447,938934
28,8255,938938
1608,9039,938948
3981,8640,938948
3982,9041,938961
1608,9039,938973
3459,8553,938975
3672,9016,939008
3913,9006,939019
2178,8881,939039
1014,8238,939055
756,8611,939068
1221,8412,939106
3913,9006,939110
1075,8913,939119
3983,8459,939127
1608,9039,939127
926,8265,939152
9,8471,939169
1960,8242,939176
2366,9021,939183
1322,8722,939190
926,8478,939258
3672,9016,939266
3982,9041,939276
3913,9006,939276
2366,9021,939319
135,8341,939323
3459,8553,939342
3984,8340,939345
135,8341,939354
1973,8829,939360
1608,9039,939366
3913,9006,939374
1608,9039,939390
245,8334,939391
96,8294,939406
3913,9006,939408
1302,8309,939415
499,8761,939423
560,8578,939424
3965,9040,939430
1258,9038,939431
936,8986,939450
3982,9041,939460
624,8383,939477
847,8640,939485
499,8761,939491
3965,9040,939491
936,8986,939505
245,8334,939506
936,8986,939515
401,8738,939528
1600,8764,939534
9,8471,939538
936,8986,939554
7,8234,939565
926,8478,939566
69,8349,939577
3913,9006,939592
890,8488,939616
1258,9038,939623
2366,9021,939635
926,8478,939646
341,8346,939647
401,9012,939647
9,8471,939648
1773,8267,939656
1600,8764,939666
1862,8844,939673
3965,9040,939678
1258,9038,939685
1322,8722,939687
1773,8267,939690
3984,8340,939692
41,8614,939712
401,9012,939719
3965,9040,939722
890,8488,939725
1600,8764,939743
2366,9021,939754
3913,9006,939759
401,8738,939777
3965,9040,939784
1608,9039,939788
2826,8685,939794
401,8738,939796
1600,8764,939800
14,8240,939801
1322,8722,939805
3965,9040,939828
9,8471,939861
3913,9006,939870
2706,8613,939882
3965,9040,939883
1302,8309,939888
1817,8830,939894
326,8457,939895
304,8541,939915
1258,9038,939928
1600,8764,939940
401,8738,939954
3965,9040,939954
422,8340,939956
1600,8764,939961
1608,9039,939961
304,8878,939978
891,8232,939994
3026,8267,939995
1245,8739,940004
1600,8764,940009
7,8234,940028
304,9027,940031
1258,9038,940044
41,8701,940050
1302,8309,940060
462,9021,940100
1245,8739,940109
3965,9040,940113
1600,8764,940115
3985,8537,940127
2437,8412,940142
1245,8739,940146
3986,8321,940146
3965,9040,940148
1258,9038,940159
3987,8894,940182
513,8528,940187
533,8285,940219
401,8766,940221
1041,8502,940233
3541,9008,940251
2241,8334,940254
1322,8722,940255
1014,8515,940255
1600,8764,940256
443,8505,940272
3541,9008,940275
7,8234,940278
1608,9039,940280
7,8234,940303
2366,8583,940305
1185,8568,940317
3965,9040,940324
1862,8844,940342
1600,8764,940357
2241,8334,940420
1862,8844,940424
908,8663,940442
1862,8844,940447
5,8232,940449
3965,9040,940458
484,8326,940458
3965,9040,940485
341,8346,940501
3965,9040,940539
5,8232,940542
3541,9008,940558
1322,8722,940572
341,8346,940575
7,8234,940580
3965,9040,940584
3965,9040,940611
3541,9008,940614
3672,9016,940617
401,8766,940630
1075,8913,940655
7,8234,940679
3965,9040,940693
69,8986,940757
1075,8913,940774
3672,9016,940776
1322,8722,940790
2567,9017,940819
3988,8340,940827
2178,8881,940827
2241,8334,940834
18,8340,940839
2879,8480,940844
1075,8913,940856
2567,9017,940858
7,8234,940860
553,8459,940873
278,8319,940885
2567,9017,940890
3791,8548,940909
3965,9040,940917
37,8373,940938
41,8245,940949
3672,9016,940966
1608,9039,940973
1913,8548,940976
732,8720,940988
3965,9040,940999
401,8568,941005
1926,8337,941040
3672,9016,941048
7,8234,941054
1245,9042,941062
3672,9016,941087
3989,8579,941093
1608,9039,941098
3693,8254,941103
2826,8685,941124
1245,9042,941127
3693,8254,941138
1258,8736,941140
9,8235,941144
3965,9040,941160
69,8589,941161
1926,8337,941162
69,8640,941170
3965,9040,941178
2567,9017,941179
3693,8254,941191
2567,9017,941206
1600,8764,941217
2178,8881,941239
69,8267,941240
498,9039,941270
5,8232,941276
2567,9017,941280
2747,8474,941287
1322,8722,941317
2747,8474,941323
1600,8764,941327
1608,9039,941342
278,8319,941362
2879,8480,941396
3672,9016,941404
3990,8815,941412
1608,9039,941425
3672,9016,941451
1302,8309,941469
278,8319,941475
2679,8530,941480
3965,9040,941495
49,8273,941522
9,8294,941534
49,8273,941577
1926,8337,941581
3965,9040,941584
3718,8474,941592
984,8251,941593
1302,8309,941605
3718,8474,941620
3718,8474,941636
3718,8474,941661
3718,8474,941671
5,8731,941672
3718,8474,941686
1608,9039,941692
9,8294,941693
3718,8474,941697
2008,8861,941712
3965,9040,941720
3672,9016,941725
3991,8265,941728
49,8273,941741
106,8734,941749
2008,8861,941751
49,8273,941757
1322,8722,941796
1608,9039,941810
3921,8734,941832
984,8309,941833
3965,9040,941907
3672,9016,941919
1608,9039,941932
2679,8530,941943
1862,8844,941950
2567,9017,941951
393,8486,941962
934,8373,941988
49,8273,941993
59,8281,942003
1608,9039,942005
3965,9040,942011
1862,8844,942016
3672,9016,942021
49,8273,942041
7,8234,942059
1600,8764,942076
2879,8480,942084
984,8309,942098
1608,9039,942133
1608,9039,942152
2567,9017,942162
3965,9040,942187
49,8273,942193
2567,9017,942194
49,8273,942206
3992,8901,942212
2567,9017,942228
3672,9016,942234
135,8341,942241
2567,9017,942244
2924,8383,942262
3993,8412,942264
49,8273,942264
135,8341,942272
3718,8474,942273
2567,9017,942301
2567,9017,942324
2567,9017,942342
135,8341,942350
477,8296,942361
3965,9040,942362
59,8281,942363
49,8273,942370
1322,8722,942370
3965,9040,942379
336,8517,942384
1608,9039,942409
3672,9016,942415
3994,8258,942419
135,8341,942420
1222,8735,942422
1245,9042,942425
2879,8480,942440
1817,8830,942449
1222,8735,942451
336,8302,942461
3578,8340,942467
3965,9040,942495
336,8250,942510
135,8341,942515
3995,8319,942520
1753,9041,942527
41,8942,942532
1817,8830,942539
2879,8480,942547
336,8520,942556
936,8735,942572
135,8341,942574
3965,9040,942577
3996,8640,942604
936,8735,942610
2826,8685,942611
624,8383,942625
484,8735,942632
936,8735,942637
499,8761,942641
3965,9040,942647
936,8735,942648
2567,9017,942677
375,8258,942696
3965,9040,942703
796,9024,942716
135,8341,942744
3965,9040,942759
2567,9017,942762
1753,9041,942765
2747,8474,942768
336,8312,942772
3965,9040,942787
3921,8734,942788
135,8341,942821
2567,9017,942833
1817,8830,942837
964,8680,942837
341,8346,942847
135,8341,942861
336,8358,942885
1258,8736,942891
336,8552,942903
540,8412,942930
135,8341,942933
3446,8640,942950
336,8463,942957
69,8861,942969
135,8341,942978
1215,8536,943001
3446,8640,943012
275,8366,943023
540,8412,943045
3672,9016,943061
2567,9017,943074
7,8234,943076
135,8341,943077
3997,8734,943081
3965,9040,943134
336,8243,943139
3998,8624,943151
1681,8251,943177
1131,8533,943194
3978,9028,943206
135,8341,943222
1322,8722,943239
2567,9017,943245
2567,9017,943265
3999,8781,943270
4000,8296,943281
3965,9040,943287
3125,8813,943302
2747,8474,943306
978,8941,943361
2524,8263,943388
37,8412,943424
135,8341,943428
1817,8830,943449
612,8368,943467
275,8366,943535
341,8346,943540
1817,8830,943542
3978,9028,943546
2879,8480,943579
2524,8263,943625
1681,8251,943636
1681,8251,943668
275,8366,943712
135,8341,943716
1681,8251,943722
1050,8699,943744
2241,8838,943765
81,8875,943789
1069,8706,943794
128,8335,943805
860,8640,943819
3497,8296,943842
275,8366,943861
1069,8706,943875
128,8335,943880
2879,8480,943880
135,8341,943887
18,8778,943888
1069,8706,943919
517,8483,943920
3672,9016,943922
128,8335,943927
135,8341,943934
1600,8764,943944
3982,9041,943946
36,8263,943967
4001,8334,943992
1600,8764,943993
517,8483,944010
99,8541,944012
2152,8641,944035
936,8986,944060
1600,8764,944069
3965,9040,944084
135,8341,944094
3698,8372,944108
135,8341,944120
3012,8420,944120
1862,8844,944122
2241,8838,944134
3965,9040,944134
1322,8722,944180
135,8341,944205
2241,8838,944208
341,8346,944209
1085,8970,944218
135,8341,944264
2879,8480,944279
1600,8764,944283
1069,8706,944305
2826,8240,944355
3786,8541,944360
431,8502,944364
2241,8838,944396
4002,8625,944409
18,8244,944415
3672,9016,944431
1600,8764,944482
128,8335,944490
135,8341,944502
2241,8838,944504
2524,8263,944567
2567,9017,944571
69,8296,944605
2163,8439,944637
2567,9017,944638
128,8335,944649
3672,9016,944680
2241,8838,944706
2567,9017,944724
135,8341,944734
2567,9017,944736
1322,8722,944742
222,8970,944767
2524,8263,944773
222,8970,944795
51,8300,944801
2567,9017,944815
1608,9039,944841
567,8377,944845
964,8680,944865
1608,9039,944866
2163,8439,944868
952,8640,944871
278,8894,944875
3174,8268,944884
81,8875,944906
2879,8480,944938
413,8494,944939
3170,8296,944939
1600,8764,944984
1140,8509,945003
413,8494,945009
952,8640,945014
952,8640,945075
2163,8439,945085
879,8654,945096
567,8377,945099
1090,9036,945116
2163,8439,945117
413,8494,945122
135,8341,945123
978,8941,945171
