,start,end,days
5182,1102,517,42
5183,1102,513,42
5184,1102,1376,42
5185,1102,71,42
5186,1102,1377,42
5187,1102,1378,42
5188,1102,1379,41
5189,1102,816,41
5190,1102,328,42
5191,1102,3457,41
5192,1102,3458,41
5193,1102,329,41
5194,1102,49,41
5195,1102,330,41
5196,1102,574,41
5197,1102,268,41
5198,1102,164,41
5199,1102,1173,41
5200,1102,1112,41
5201,1102,3459,41
5202,1102,35,41
5203,1102,1380,41
5204,1102,43,41
5205,1102,787,41
5206,1102,135,40
5207,1102,1381,40
5208,1102,1382,40
5209,1102,3391,41
5210,1102,1116,40
5211,1102,20,40
5212,1102,1055,40
5213,1102,1383,39
5214,1102,1384,39
5215,1102,348,40
5216,1102,337,39
5217,1102,1385,39
5218,1102,1386,39
5219,1102,817,39
5220,1102,1387,39
5221,1102,1388,38
5222,1102,3460,38
5223,1102,1389,38
5224,1102,1056,38
5225,1102,1048,38
5226,1102,869,38
5227,1102,45,88
5228,947,45,122
5229,1390,45,83
5230,471,45,128
5231,1391,45,189
5232,1392,45,127
5233,983,45,89
5234,1393,45,127
5235,29,45,52
5236,1394,45,154
5237,1395,45,118
5238,1396,45,114
5239,1278,45,113
5240,1397,45,88
5241,81,45,79
5242,449,45,95
5243,44,45,77
5244,69,45,37
5245,441,45,36
5246,1398,45,164
5247,491,45,126
5248,469,45,134
5249,1399,45,137
5250,54,45,127
5251,1317,45,85
5252,1400,45,189
5253,1401,45,164
5254,1402,45,161
5255,1403,45,144
5256,1404,45,141
5257,1405,45,138
5258,1275,45,138
5259,1406,45,126
5260,470,45,127
5261,1407,45,81
5262,961,45,79
5263,407,45,69
5264,474,45,87
5265,1245,45,52
5266,20,45,48
5267,514,45,131
5268,268,45,49
5269,139,45,26
5270,1408,45,181
5271,1409,45,165
5272,1410,45,164
5273,156,45,149
5274,1411,45,142
5275,1412,45,138
5276,1413,45,133
5277,1414,45,132
5278,1415,45,132
5279,1416,45,129
5280,1417,45,127
5281,662,45,144
5282,495,45,126
5283,1418,45,126
5284,426,45,126
5285,400,45,108
5286,1232,45,93
5287,1419,45,86
5288,1274,45,83
5289,68,45,91
5290,1328,45,78
5291,138,45,83
5292,1420,45,59
5293,443,45,48
5294,421,45,48
5295,461,45,48
5296,359,45,38
5297,355,45,33
5298,1190,45,28
5299,1421,45,182
5300,1422,45,178
5301,1423,45,173
5302,1424,45,150
5303,1425,45,145
5304,1426,45,142
5305,260,45,138
5306,1261,45,138
5307,78,45,138
5308,450,45,133
5309,1427,45,132
5310,1428,45,132
5311,79,45,130
5312,1429,45,130
5313,1430,45,127
5314,1431,45,126
5315,1432,45,126
5316,627,45,122
5317,19,45,119
5318,251,45,113
5319,1141,45,145
5320,432,45,86
5321,1031,45,83
5322,1433,45,83
5323,1434,45,77
5324,869,45,70
5325,1435,45,57
5326,415,45,49
5327,283,45,49
5328,135,45,45
5329,767,45,36
5330,477,45,36
5331,422,45,30
5332,522,45,27
5333,1436,45,27
5334,1437,45,26
5335,736,45,26
5336,1438,45,26
5337,1439,45,167
5338,458,45,150
5339,454,45,83
5340,963,45,52
5341,979,45,83
5342,504,45,91
5343,429,45,166
5344,1142,45,83
5345,45,1392,118
5346,45,1432,126
5347,45,1396,124
5348,45,1395,112
5349,45,1393,127
5350,45,983,149
5351,45,44,85
5352,45,1397,149
5353,45,491,149
5354,45,54,85
5355,45,1399,133
5356,45,947,149
5357,45,1398,162
5358,45,2177,144
5359,45,471,136
5360,45,1406,149
5361,45,1405,149
5362,45,495,187
5363,45,1408,181
5364,45,2397,169
5365,45,2279,162
5366,45,1401,162
5367,45,1402,159
5368,45,156,156
5369,45,1404,141
5370,45,469,134
5371,45,1403,133
5372,45,2322,146
5373,45,79,132
5374,45,1275,138
5375,45,19,146
5376,45,400,114
5377,45,68,91
5378,45,443,69
5379,45,421,48
5380,45,1190,28
5381,45,522,27
5382,45,2226,191
5383,45,3461,190
5384,45,3462,190
5385,45,3463,190
5386,45,1409,190
5387,45,1400,188
5388,45,2537,187
5389,45,3464,182
5390,45,1421,182
5391,45,3465,180
5392,45,3466,179
5393,45,3467,177
5394,45,3468,176
5395,45,3469,176
5396,45,3470,176
5397,45,3471,176
5398,45,3472,174
5399,45,1423,173
5400,45,3473,173
5401,45,3474,171
5402,45,2780,170
5403,45,1422,170
5404,45,3475,169
5405,45,3082,168
5406,45,3476,167
5407,45,3477,167
5408,45,3478,167
5409,45,261,166
5410,45,3479,166
5411,45,3480,166
5412,45,3481,165
5413,45,470,127
5414,45,1419,86
5415,45,1274,124
5416,45,1420,82
5417,45,627,165
5418,45,1833,165
5419,45,7,164
5420,45,1407,82
5421,45,407,69
5422,45,1435,49
5423,45,29,52
5424,45,20,48
5425,45,514,66
5426,45,268,49
5427,45,441,36
5428,45,422,70
5429,45,139,69
5430,45,1410,164
5431,45,3482,164
5432,45,3483,163
5433,45,3128,161
5434,45,3484,161
5435,45,3485,159
5436,45,3486,159
5437,45,3487,158
5438,45,3488,157
5439,45,3489,156
5440,45,2538,156
5441,45,1762,155
5442,45,3490,155
5443,45,1424,150
5444,45,3491,150
5445,45,2461,147
5446,45,1425,145
5447,45,3492,144
5448,45,662,143
5449,45,3493,142
5450,45,1261,138
5451,45,624,135
5452,45,1411,134
5453,45,1413,145
5454,45,1415,132
5455,45,1417,149
5456,45,1428,132
5457,45,3494,131
5458,45,1426,130
5459,45,1418,128
5460,45,3495,127
5461,45,2220,126
5462,45,426,149
5463,45,3496,126
5464,45,3261,125
5465,45,1390,119
5466,45,1317,119
5467,45,1141,145
5468,45,3497,118
5469,45,1278,112
5470,45,432,87
5471,45,1031,83
5472,45,1433,83
5473,45,1328,78
5474,45,1434,77
5475,45,1368,77
5476,45,3363,70
5477,45,869,70
5478,45,449,70
5479,45,474,70
5480,45,419,67
5481,45,69,65
5482,45,81,69
5483,45,415,49
5484,45,283,49
5485,45,135,45
5486,45,767,36
5487,45,477,36
5488,45,1436,27
5489,45,1437,26
5490,45,736,26
5491,45,1438,26
5492,45,1391,189
5493,45,3498,179
5494,45,3499,175
5495,45,1430,174
5496,45,3500,169
5497,45,2600,160
5498,45,2507,156
5499,45,450,154
5500,45,429,151
5501,45,458,149
5502,45,3501,149
5503,45,880,143
5504,45,3502,144
5505,45,1941,140
5506,45,3503,149
5507,45,1484,138
5508,45,416,137
5509,45,3155,149
5510,45,1789,131
5511,45,1453,127
5512,45,1664,149
5513,45,1427,126
5514,45,946,112
5515,45,260,75
5516,45,1782,70
5517,45,1808,69
5518,45,132,66
5519,45,1570,114
5520,45,3504,112
5521,45,475,50
5522,45,2544,186
5523,45,428,167
5524,45,3364,165
5525,45,994,165
5526,45,49,147
5527,45,1103,99
5528,45,1142,83
5529,45,979,83
5530,45,454,83
5531,45,1101,73
5532,45,963,52
5533,45,504,136
5534,1440,750,15
5535,447,750,19
5536,20,750,18
5537,603,750,90
5538,781,750,22
5539,135,750,23
5540,967,750,22
5541,531,750,19
5542,755,750,19
5543,395,750,16
5544,729,750,88
5545,440,750,51
5546,1441,750,20
5547,1442,750,20
5548,716,750,18
5549,1443,750,18
5550,1444,750,16
5551,1445,750,22
5552,527,750,21
5553,95,750,21
5554,414,750,19
5555,770,750,18
5556,348,750,18
5557,1446,750,17
5558,1447,750,16
5559,50,750,15
5560,430,750,17
5561,804,750,17
5562,1091,750,97
5563,617,750,84
5564,1234,750,71
5565,813,750,58
5566,1360,750,58
5567,427,750,56
5568,425,750,22
5569,1448,750,22
5570,1449,750,21
5571,1450,750,22
5572,782,750,21
5573,1451,750,20
5574,764,750,22
5575,1452,750,20
5576,790,750,19
5577,422,750,56
5578,404,750,19
5579,1453,750,17
5580,844,750,17
5581,1454,750,17
5582,354,750,94
5583,1455,750,16
5584,759,750,16
5585,504,750,15
5586,400,750,119
5587,572,750,96
5588,1456,750,90
5589,1457,750,87
5590,701,750,82
5591,514,750,71
5592,511,750,69
5593,275,750,67
5594,1069,750,60
5595,1458,750,59
5596,1459,750,59
5597,1460,750,59
5598,1461,750,58
5599,1462,750,57
5600,1463,750,57
5601,409,750,56
5602,667,750,55
5603,546,750,52
5604,1464,750,22
5605,780,750,22
5606,583,750,21
5607,1465,750,21
5608,1466,750,21
5609,627,750,21
5610,466,750,20
5611,1197,750,20
5612,1146,750,20
5613,73,750,20
5614,524,750,20
5615,1467,750,19
5616,173,750,19
5617,1468,750,18
5618,749,750,18
5619,1469,750,18
5620,152,750,18
5621,1470,750,18
5622,487,750,18
5623,545,750,18
5624,544,750,18
5625,1471,750,17
5626,393,750,17
5627,551,750,17
5628,1472,750,17
5629,516,750,17
5630,1473,750,16
5631,1474,750,16
5632,485,750,16
5633,143,750,15
5634,1475,750,15
5635,1476,750,15
5636,845,750,14
5637,843,750,14
5638,1477,750,14
5639,465,750,13
5640,750,447,19
5641,750,20,18
5642,750,729,89
5643,750,751,27
5644,750,967,22
5645,750,531,19
5646,750,755,19
5647,750,430,19
5648,750,2004,89
5649,750,603,90
5650,750,440,51
5651,750,1449,22
5652,750,425,22
5653,750,1441,20
5654,750,135,21
5655,750,1442,20
5656,750,1453,17
5657,750,1443,18
5658,750,1444,16
5659,750,843,16
5660,750,400,108
5661,750,3505,71
5662,750,546,65
5663,750,3440,35
5664,750,1445,22
5665,750,95,21
5666,750,524,21
5667,750,414,19
5668,750,422,56
5669,750,716,18
5670,750,770,18
5671,750,348,18
5672,750,1446,17
5673,750,1447,16
5674,750,50,15
5675,750,804,17
5676,750,1091,97
5677,750,1215,97
5678,750,617,84
5679,750,1234,71
5680,750,409,57
5681,750,1360,58
5682,750,427,56
5683,750,781,22
5684,750,1450,22
5685,750,782,21
5686,750,1451,20
5687,750,764,22
5688,750,1452,20
5689,750,404,19
5690,750,1469,18
5691,750,844,17
5692,750,516,17
5693,750,1454,17
5694,750,354,94
5695,750,759,16
5696,750,395,18
5697,750,504,15
5698,750,572,96
5699,750,1456,90
5700,750,1457,87
5701,750,701,82
5702,750,514,71
5703,750,511,69
5704,750,275,67
5705,750,1069,60
5706,750,1458,59
5707,750,1459,59
5708,750,1460,59
5709,750,1461,58
5710,750,2892,58
5711,750,813,58
5712,750,1462,57
5713,750,1648,57
5714,750,1463,57
5715,750,667,55
5716,750,1464,22
5717,750,780,22
5718,750,1671,21
5719,750,527,21
5720,750,583,21
5721,750,1465,21
5722,750,1466,21
5723,750,627,21
5724,750,466,20
5725,750,1197,20
5726,750,1146,20
5727,750,73,20
5728,750,790,19
5729,750,1467,19
5730,750,173,19
5731,750,1468,18
5732,750,749,18
5733,750,152,18
5734,750,1470,18
5735,750,487,18
5736,750,545,18
5737,750,544,18
5738,750,1471,17
5739,750,393,17
5740,750,551,17
5741,750,1472,17
5742,750,1473,16
5743,750,1474,16
5744,750,1455,16
5745,750,485,16
5746,750,143,15
5747,750,1606,15
5748,750,1440,15
5749,750,1475,15
5750,750,1476,15
5751,750,845,14
5752,750,1477,14
5753,750,465,13
5754,750,1205,20
5755,750,1789,114
5756,750,1448,22
5757,407,69,61
5758,132,69,57
5759,571,69,80
5760,409,69,56
5761,619,69,42
5762,429,69,64
5763,943,69,55
5764,138,69,68
5765,29,69,48
5766,1478,69,46
5767,1082,69,100
5768,811,69,61
5769,1479,69,47
5770,1480,69,43
5771,983,69,53
5772,546,69,35
5773,1481,69,33
5774,411,69,42
5775,135,69,31
5776,1482,69,29
5777,519,69,59
5778,348,69,86
5779,569,69,76
5780,1182,69,63
5781,506,69,62
5782,1101,69,62
5783,531,69,60
5784,119,69,58
5785,433,69,58
5786,128,69,50
5787,931,69,49
5788,476,69,47
5789,1483,69,46
5790,681,69,44
5791,422,69,55
5792,807,69,42
5793,49,69,41
5794,415,69,40
5795,440,69,40
5796,702,69,45
5797,1221,69,38
5798,1484,69,31
5799,1485,69,30
5800,1190,69,30
5801,1486,69,27
5802,442,69,30
5803,1487,69,43
5804,508,69,63
5805,509,69,60
5806,810,69,59
5807,627,69,58
5808,813,69,58
5809,1100,69,57
5810,71,69,57
5811,1459,69,55
5812,405,69,53
5813,428,69,53
5814,1488,69,52
5815,268,69,50
5816,997,69,50
5817,130,69,50
5818,360,69,50
5819,444,69,50
5820,1489,69,50
5821,1490,69,49
5822,1040,69,49
5823,1491,69,49
5824,1002,69,49
5825,1219,69,48
5826,514,69,44
5827,1492,69,43
5828,513,69,42
5829,114,69,42
5830,524,69,40
5831,1493,69,40
5832,1494,69,39
5833,1214,69,39
5834,1217,69,38
5835,517,69,36
5836,1113,69,36
5837,869,69,36
5838,963,69,35
5839,477,69,34
5840,667,69,34
5841,441,69,32
5842,1436,69,30
5843,1495,69,29
5844,408,69,28
5845,522,69,28
5846,504,69,28
5847,1137,69,28
5848,1378,69,28
5849,478,69,27
5850,543,69,26
5851,1496,69,26
5852,507,69,25
5853,1497,69,25
5854,1498,69,25
5855,1499,69,25
5856,1500,69,25
5857,1501,69,25
5858,1502,69,56
5859,69,407,61
5860,69,29,49
5861,69,1101,57
5862,69,49,41
5863,69,571,101
5864,69,429,64
5865,69,504,50
5866,69,444,49
5867,69,443,48
5868,69,1449,46
5869,69,1478,46
5870,69,409,56
5871,69,1484,52
5872,69,1082,101
5873,69,1100,57
5874,69,1072,57
5875,69,931,49
5876,69,71,46
5877,69,196,44
5878,69,422,55
5879,69,1480,42
5880,69,524,40
5881,69,546,35
5882,69,408,48
5883,69,519,59
5884,69,135,31
5885,69,569,75
5886,69,1182,63
5887,69,506,62
5888,69,811,61
5889,69,531,60
5890,69,1502,63
5891,69,428,53
5892,69,128,50
5893,69,1489,49
5894,69,1479,47
5895,69,1483,46
5896,69,681,44
5897,69,619,42
5898,69,807,42
5899,69,983,53
5900,69,415,40
5901,69,440,40
5902,69,702,45
5903,69,1221,38
5904,69,477,37
5905,69,943,55
5906,69,1481,33
5907,69,138,31
5908,69,1485,30
5909,69,1190,30
5910,69,442,30
5911,69,478,27
5912,69,348,86
5913,69,411,42
5914,69,1499,25
5915,69,1487,43
5916,69,625,76
5917,69,508,63
5918,69,509,60
5919,69,810,59
5920,69,813,58
5921,69,433,58
5922,69,1459,55
5923,69,1488,52
5924,69,268,50
5925,69,997,50
5926,69,130,50
5927,69,360,50
5928,69,1040,49
5929,69,1490,49
5930,69,1491,49
5931,69,1002,49
5932,69,1219,48
5933,69,461,47
5934,69,514,44
5935,69,1492,43
5936,69,513,42
5937,69,114,42
5938,69,1493,40
5939,69,1494,39
5940,69,3506,39
5941,69,1214,39
5942,69,1217,38
5943,69,517,36
5944,69,1113,36
5945,69,869,36
5946,69,963,35
5947,69,667,34
5948,69,441,32
5949,69,1436,30
5950,69,1482,29
5951,69,1495,29
5952,69,522,28
5953,69,1137,28
5954,69,1378,28
5955,69,1486,27
5956,69,543,27
5957,69,507,25
5958,69,1498,25
5959,69,1500,25
5960,69,1501,25
5961,69,119,58
5962,1503,36,82
5963,37,36,38
5964,1504,36,83
5965,1505,36,77
5966,26,36,88
5967,1506,36,24
5968,431,36,86
5969,1507,36,63
5970,132,36,57
5971,1048,36,36
5972,248,36,75
5973,1508,36,69
5974,280,36,62
5975,1509,36,55
5976,1510,36,28
5977,1511,36,72
5978,421,36,92
5979,1512,36,60
5980,133,36,53
5981,354,36,32
5982,238,36,92
5983,1513,36,85
5984,1514,36,60
5985,13,36,40
5986,233,36,31
5987,1515,36,23
5988,1516,36,23
5989,1517,36,91
5990,1518,36,85
5991,1384,36,76
5992,1519,36,64
5993,281,36,62
5994,1520,36,54
5995,1521,36,43
5996,71,36,76
5997,1522,36,40
5998,377,36,34
5999,131,36,33
6000,1523,36,32
6001,1524,36,32
6002,1525,36,31
6003,777,36,29
6004,818,36,29
6005,743,36,36
6006,1526,36,24
6007,1527,36,24
6008,1528,36,23
6009,1529,36,23
6010,1530,36,23
6011,442,36,23
6012,96,36,106
6013,93,36,92
6014,1531,36,75
6015,1532,36,62
6016,1533,36,60
6017,296,36,55
6018,1489,36,47
6019,6,36,123
6020,304,36,42
6021,1534,36,37
6022,95,36,37
6023,1535,36,33
6024,422,36,32
6025,1374,36,32
6026,353,36,32
6027,358,36,32
6028,1536,36,32
6029,1378,36,32
6030,1537,36,31
6031,1538,36,31
6032,571,36,31
6033,173,36,31
6034,767,36,29
6035,736,36,28
6036,1539,36,26
6037,1540,36,25
6038,36,1503,81
6039,36,431,75
6040,36,2691,42
6041,36,37,24
6042,36,6,42
6043,36,421,92
6044,36,1506,24
6045,36,1505,77
6046,36,26,66
6047,36,1508,65
6048,36,1507,63
6049,36,280,62
6050,36,1509,59
6051,36,1504,37
6052,36,1048,37
6053,36,1510,28
6054,36,133,53
6055,36,238,92
6056,36,1517,91
6057,36,1513,85
6058,36,354,32
6059,36,1511,65
6060,36,1529,23
6061,36,1516,23
6062,36,1384,76
6063,36,1519,64
6064,36,1514,60
6065,36,281,62
6066,36,1520,53
6067,36,304,52
6068,36,13,41
6069,36,132,37
6070,36,377,34
6071,36,131,40
6072,36,1523,32
6073,36,1524,32
6074,36,233,35
6075,36,777,29
6076,36,818,29
6077,36,1526,24
6078,36,1527,24
6079,36,1528,23
6080,36,1530,23
6081,36,1515,23
6082,36,442,23
6083,36,96,106
6084,36,93,92
6085,36,1518,82
6086,36,248,75
6087,36,1531,75
6088,36,3507,66
6089,36,1532,62
6090,36,1533,60
6091,36,1512,54
6092,36,1489,47
6093,36,71,40
6094,36,1522,40
6095,36,95,37
6096,36,1534,36
6097,36,1535,33
6098,36,422,32
6099,36,1374,32
6100,36,353,32
6101,36,358,32
6102,36,1536,32
6103,36,1378,32
6104,36,1537,31
6105,36,1525,31
6106,36,1538,31
6107,36,571,31
6108,36,173,31
6109,36,767,29
6110,36,736,28
6111,36,1539,26
6112,36,1540,25
6113,36,743,36
6114,572,450,123
6115,904,450,152
6116,636,450,102
6117,566,450,113
6118,275,450,130
6119,503,450,102
6120,1058,450,127
6121,283,450,118
6122,449,450,124
6123,861,450,102
6124,1541,450,124
6125,458,450,146
6126,736,450,149
6127,428,450,112
6128,690,450,137
6129,600,450,98
6130,457,450,131
6131,627,450,151
6132,138,450,133
6133,882,450,136
6134,937,450,116
6135,635,450,111
6136,588,450,118
6137,38,450,142
6138,257,450,102
6139,7,450,150
6140,874,450,137
6141,717,450,136
6142,399,450,146
6143,497,450,147
6144,1542,450,144
6145,400,450,122
6146,663,450,115
6147,473,450,111
6148,642,450,146
6149,856,450,115
6150,951,450,98
6151,39,450,97
6152,864,450,99
6153,582,450,97
6154,156,450,164
6155,75,450,150
6156,628,450,141
6157,504,450,141
6158,918,450,137
6159,891,450,134
6160,411,450,133
6161,78,450,133
6162,152,450,132
6163,1543,450,131
6164,79,450,131
6165,1367,450,126
6166,1544,450,125
6167,1545,450,124
6168,498,450,127
6169,1212,450,120
6170,862,450,119
6171,1546,450,119
6172,354,450,115
6173,496,450,111
6174,1011,450,111
6175,122,450,110
6176,991,450,109
6177,1547,450,109
6178,19,450,108
6179,173,450,108
6180,1279,450,108
6181,1548,450,107
6182,183,450,107
6183,1227,450,105
6184,184,450,105
6185,1549,450,105
6186,56,450,105
6187,990,450,105
6188,571,450,105
6189,1069,450,105
6190,1208,450,102
6191,1550,450,102
6192,593,450,100
6193,619,450,98
6194,648,450,97
6195,1169,450,97
6196,677,450,97
6197,1551,450,97
6198,1012,450,96
6199,562,450,96
6200,1395,450,132
6201,471,450,128
6202,450,572,123
6203,450,636,101
6204,450,861,115
6205,450,566,113
6206,450,275,140
6207,450,503,102
6208,450,600,98
6209,450,1541,139
6210,450,400,146
6211,450,1058,134
6212,450,904,126
6213,450,283,117
6214,450,458,146
6215,450,588,118
6216,450,428,110
6217,450,690,137
6218,450,38,142
6219,450,740,139
6220,450,457,131
6221,450,138,133
6222,450,497,151
6223,450,449,108
6224,450,874,138
6225,450,882,136
6226,450,399,146
6227,450,1498,112
6228,450,736,111
6229,450,856,115
6230,450,257,102
6231,450,7,111
6232,450,951,98
6233,450,864,99
6234,450,582,97
6235,450,75,150
6236,450,710,147
6237,450,504,141
6238,450,1007,139
6239,450,918,137
6240,450,717,135
6241,450,891,134
6242,450,411,133
6243,450,152,132
6244,450,1543,131
6245,450,79,131
6246,450,3508,130
6247,450,627,129
6248,450,1367,126
6249,450,1544,125
6250,450,1545,124
6251,450,1542,124
6252,450,498,123
6253,450,1212,120
6254,450,862,119
6255,450,1546,119
6256,450,937,116
6257,450,354,115
6258,450,663,115
6259,450,671,115
6260,450,635,111
6261,450,473,111
6262,450,122,110
6263,450,642,110
6264,450,19,108
6265,450,173,108
6266,450,1279,108
6267,450,1548,107
6268,450,183,107
6269,450,1227,105
6270,450,184,105
6271,450,1549,105
6272,450,56,105
6273,450,571,105
6274,450,348,105
6275,450,990,105
6276,450,1622,105
6277,450,1069,105
6278,450,1547,105
6279,450,1208,102
6280,450,1550,102
6281,450,593,99
6282,450,619,98
6283,450,39,97
6284,450,648,97
6285,450,1169,97
6286,450,1551,97
6287,450,677,97
6288,450,1012,96
6289,450,562,96
6290,450,1395,132
6291,450,471,127
6292,450,3446,114
6293,450,1011,112
6294,450,1254,112
6295,973,29,69
6296,407,29,56
6297,1256,29,27
6298,132,29,57
6299,138,29,33
6300,20,29,66
6301,429,29,65
6302,1552,29,67
6303,1073,29,94
6304,811,29,60
6305,1101,29,59
6306,858,29,59
6307,428,29,65
6308,869,29,87
6309,510,29,62
6310,406,29,61
6311,47,29,54
6312,477,29,48
6313,71,29,44
6314,1482,29,32
6315,260,29,100
6316,461,29,54
6317,408,29,45
6318,443,29,36
6319,43,29,31
6320,1553,29,23
6321,627,29,151
6322,1103,29,69
6323,1554,29,59
6324,524,29,45
6325,420,29,40
6326,571,29,31
6327,1555,29,30
6328,741,29,29
6329,139,29,28
6330,380,29,26
6331,1556,29,23
6332,275,29,107
6333,514,29,66
6334,886,29,66
6335,359,29,57
6336,1247,29,54
6337,493,29,30
6338,1529,29,30
6339,29,138,33
6340,29,428,110
6341,29,20,66
6342,29,429,65
6343,29,963,52
6344,29,524,52
6345,29,1552,65
6346,29,407,46
6347,29,380,26
6348,29,1553,23
6349,29,510,62
6350,29,858,58
6351,29,408,57
6352,29,800,31
6353,29,406,61
6354,29,47,52
6355,29,1101,49
6356,29,504,48
6357,29,1578,45
6358,29,477,48
6359,29,71,44
6360,29,1073,95
6361,29,260,69
6362,29,869,64
6363,29,372,63
6364,29,473,62
6365,29,1482,33
6366,29,43,31
6367,29,443,48
6368,29,1529,30
6369,29,3383,70
6370,29,512,70
6371,29,811,60
6372,29,1554,59
6373,29,466,44
6374,29,420,48
6375,29,571,31
6376,29,741,29
6377,29,139,28
6378,29,1256,27
6379,29,1556,23
6380,29,886,66
6381,29,1247,54
6382,29,409,44
6383,29,493,30
6384,29,427,76
6385,29,1048,63
6386,29,475,51
6387,29,1555,30
6388,511,546,68
6389,446,546,20
6390,699,546,106
6391,707,546,78
6392,458,546,106
6393,1121,546,76
6394,882,546,69
6395,1089,546,70
6396,20,546,20
6397,275,546,74
6398,522,546,67
6399,452,546,63
6400,402,546,70
6401,1087,546,64
6402,406,546,65
6403,513,546,62
6404,1557,546,62
6405,716,546,64
6406,415,546,50
6407,736,546,67
6408,1043,546,67
6409,416,546,65
6410,507,546,64
6411,671,546,65
6412,979,546,63
6413,138,546,60
6414,959,546,61
6415,372,546,64
6416,512,546,65
6417,476,546,47
6418,997,546,52
6419,477,546,41
6420,466,546,41
6421,496,546,131
6422,429,546,114
6423,1086,546,85
6424,1558,546,82
6425,625,546,72
6426,108,546,68
6427,985,546,67
6428,811,546,67
6429,506,546,66
6430,619,546,65
6431,1274,546,65
6432,1149,546,65
6433,617,546,65
6434,620,546,65
6435,1217,546,64
6436,1040,546,63
6437,1038,546,63
6438,1097,546,63
6439,1096,546,63
6440,977,546,62
6441,1214,546,62
6442,1559,546,62
6443,355,546,62
6444,954,546,60
6445,514,546,58
6446,1560,546,57
6447,815,546,55
6448,899,546,55
6449,504,546,53
6450,319,546,49
6451,410,546,47
6452,422,546,45
6453,132,546,44
6454,1190,546,30
6455,444,546,30
6456,1498,546,24
6457,1561,546,22
6458,1562,546,21
6459,1144,546,20
6460,1563,546,20
6461,1564,546,20
6462,1565,546,20
6463,1566,546,19
6464,393,546,18
6465,348,546,18
6466,1453,546,17
6467,1567,546,17
6468,455,546,17
6469,546,511,68
6470,546,3383,68
6471,546,458,106
6472,546,699,84
6473,546,707,72
6474,546,1121,76
6475,546,513,62
6476,546,1089,65
6477,546,882,67
6478,546,767,57
6479,546,415,67
6480,546,466,20
6481,546,2032,20
6482,546,275,70
6483,546,671,67
6484,546,1040,65
6485,546,406,65
6486,546,402,62
6487,546,1557,62
6488,546,3111,48
6489,546,1087,64
6490,546,20,20
6491,546,507,64
6492,546,522,64
6493,546,979,62
6494,546,959,61
6495,546,372,64
6496,546,512,65
6497,546,716,48
6498,546,476,47
6499,546,1187,47
6500,546,446,20
6501,546,429,114
6502,546,1558,73
6503,546,625,72
6504,546,10,70
6505,546,149,70
6506,546,985,67
6507,546,736,67
6508,546,1043,67
6509,546,108,66
6510,546,619,65
6511,546,1274,65
6512,546,1149,65
6513,546,617,65
6514,546,620,65
6515,546,416,64
6516,546,1217,64
6517,546,1097,63
6518,546,1096,63
6519,546,1214,62
6520,546,1559,62
6521,546,452,62
6522,546,355,62
6523,546,977,62
6524,546,1210,61
6525,546,138,60
6526,546,958,60
6527,546,514,58
6528,546,1560,57
6529,546,3509,55
6530,546,815,55
6531,546,504,53
6532,546,319,49
6533,546,410,47
6534,546,997,47
6535,546,132,44
6536,546,1190,30
6537,546,1498,24
6538,546,1695,22
6539,546,1562,21
6540,546,1563,20
6541,546,1564,20
6542,546,1565,20
6543,546,1566,19
6544,546,393,18
6545,546,348,18
6546,546,1453,17
6547,546,1567,17
6548,546,455,17
6549,429,138,91
6550,407,138,46
6551,449,138,144
6552,428,138,78
6553,50,138,47
6554,132,138,57
6555,681,138,37
6556,571,138,37
6557,1568,138,29
6558,432,138,104
6559,651,138,85
6560,81,138,81
6561,243,138,74
6562,433,138,64
6563,702,138,46
6564,420,138,78
6565,1107,138,39
6566,1048,138,36
6567,1569,138,36
6568,372,138,66
6569,741,138,112
6570,1570,138,87
6571,1571,138,84
6572,867,138,83
6573,457,138,128
6574,1142,138,71
6575,1572,138,66
6576,484,138,80
6577,116,138,58
6578,607,138,44
6579,422,138,38
6580,441,138,36
6581,347,138,35
6582,1255,138,33
6583,348,138,66
6584,444,138,36
6585,1573,138,30
6586,47,138,30
6587,1574,138,29
6588,478,138,28
6589,671,138,145
6590,856,138,128
6591,471,138,127
6592,1015,138,91
6593,2,138,85
6594,646,138,84
6595,260,138,91
6596,1575,138,82
6597,261,138,80
6598,504,138,78
6599,1576,138,75
6600,112,138,74
6601,699,138,68
6602,869,138,66
6603,565,138,65
6604,1076,138,63
6605,319,138,61
6606,445,138,61
6607,71,138,57
6608,122,138,55
6609,357,138,54
6610,1577,138,46
6611,514,138,79
6612,1578,138,45
6613,304,138,53
6614,1579,138,44
6615,130,138,43
6616,1580,138,43
6617,70,138,43
6618,1581,138,43
6619,415,138,43
6620,1582,138,43
6621,128,138,42
6622,327,138,42
6623,1583,138,42
6624,268,138,38
6625,133,138,37
6626,1584,138,36
6627,1254,138,36
6628,1585,138,36
6629,1100,138,35
6630,1088,138,33
6631,1586,138,31
6632,1587,138,31
6633,1588,138,31
6634,1050,138,31
6635,135,138,30
6636,1589,138,30
6637,1590,138,30
6638,358,138,29
6639,1591,138,52
6640,502,138,89
6641,138,429,69
6642,138,430,28
6643,138,407,46
6644,138,740,79
6645,138,455,68
6646,138,514,79
6647,138,449,92
6648,138,444,38
6649,138,20,64
6650,138,3006,68
6651,138,681,41
6652,138,2723,107
6653,138,81,79
6654,138,432,69
6655,138,504,75
6656,138,71,79
6657,138,433,63
