,Unnamed: 0,start,end,time,days
2400,2400,32,263,2004-04-27 18:21:17,13
2402,2402,289,359,2004-04-27 18:24:41,13
2408,2408,204,271,2004-04-27 18:29:12,13
2411,2411,69,349,2004-04-27 18:33:29,13
2412,2412,191,237,2004-04-27 18:33:31,13
2413,2413,69,155,2004-04-27 18:33:37,13
2415,2415,263,32,2004-04-27 18:40:05,13
2416,2416,291,32,2004-04-27 18:40:14,13
2417,2417,291,72,2004-04-27 18:41:45,13
2419,2419,289,86,2004-04-27 18:45:26,13
2421,2421,72,291,2004-04-27 18:47:39,13
2422,2422,323,340,2004-04-27 18:48:27,13
2423,2423,323,281,2004-04-27 18:50:21,13
2424,2424,332,263,2004-04-27 18:52:19,13
2425,2425,263,316,2004-04-27 18:54:02,13
2426,2426,61,105,2004-04-27 18:55:41,13
2428,2428,323,34,2004-04-27 18:56:07,13
2432,2432,3,308,2004-04-27 19:00:35,13
2434,2434,176,61,2004-04-27 19:03:00,13
2435,2435,328,52,2004-04-27 19:04:31,13
2437,2437,281,323,2004-04-27 19:09:09,13
2440,2440,32,291,2004-04-27 19:14:27,13
2441,2441,12,360,2004-04-27 19:17:58,13
2442,2442,235,191,2004-04-27 19:27:10,13
2443,2443,235,263,2004-04-27 19:27:29,13
2445,2445,357,128,2004-04-27 20:05:24,13
2446,2446,357,175,2004-04-27 20:06:59,13
2447,2447,60,194,2004-04-27 20:15:05,13
2449,2449,103,314,2004-04-27 20:28:15,13
2450,2450,103,360,2004-04-27 20:32:14,13
2451,2451,103,158,2004-04-27 20:33:57,13
2453,2453,48,314,2004-04-27 20:46:05,13
2454,2454,12,316,2004-04-27 20:46:07,13
2455,2455,332,316,2004-04-27 20:46:43,13
2457,2457,308,337,2004-04-27 21:04:07,13
2458,2458,221,211,2004-04-27 21:05:10,13
2459,2459,221,128,2004-04-27 21:07:11,13
2465,2465,131,297,2004-04-27 21:23:03,13
2466,2466,211,221,2004-04-27 21:28:25,13
2467,2467,323,102,2004-04-27 21:29:45,13
2468,2468,323,191,2004-04-27 21:30:46,13
2471,2471,41,308,2004-04-27 21:35:53,13
2479,2479,323,88,2004-04-27 21:52:33,13
2481,2481,307,48,2004-04-27 21:59:37,13
2482,2482,63,74,2004-04-27 22:01:24,13
2483,2483,41,32,2004-04-27 22:01:42,13
2486,2486,209,242,2004-04-27 22:05:54,13
2487,2487,355,316,2004-04-27 22:06:31,13
2489,2489,266,50,2004-04-27 22:07:47,13
2491,2491,53,305,2004-04-27 22:13:31,13
2492,2492,316,308,2004-04-27 22:14:58,13
2497,2497,88,323,2004-04-27 22:15:52,13
2498,2498,349,297,2004-04-27 22:16:18,13
2503,2503,297,349,2004-04-27 22:20:08,13
2508,2508,272,260,2004-04-27 22:22:50,13
2509,2509,297,248,2004-04-27 22:23:33,13
2518,2518,294,339,2004-04-27 22:27:41,13
2533,2533,124,323,2004-04-27 22:35:42,13
2534,2534,349,97,2004-04-27 22:35:49,13
2535,2535,162,161,2004-04-27 22:35:57,13
2543,2543,277,308,2004-04-27 22:44:39,13
2544,2544,277,361,2004-04-27 22:45:54,13
2551,2551,277,362,2004-04-27 22:48:44,13
2552,2552,97,316,2004-04-27 22:48:52,13
2553,2553,97,349,2004-04-27 22:49:03,13
2556,2556,344,128,2004-04-27 22:49:57,13
2557,2557,363,364,2004-04-27 22:50:53,13
2558,2558,212,51,2004-04-27 22:52:34,13
2559,2559,212,211,2004-04-27 22:53:09,13
2564,2564,242,209,2004-04-27 22:59:21,13
2565,2565,19,302,2004-04-27 23:01:13,13
2572,2572,308,316,2004-04-27 23:04:53,13
2579,2579,307,281,2004-04-27 23:08:50,13
2581,2581,228,314,2004-04-27 23:10:18,13
2587,2587,307,254,2004-04-27 23:12:05,13
2588,2588,334,364,2004-04-27 23:12:06,13
2589,2589,212,88,2004-04-27 23:12:36,13
2596,2596,75,313,2004-04-27 23:14:55,13
2598,2598,209,365,2004-04-27 23:16:18,13
2601,2601,323,75,2004-04-27 23:17:00,13
2603,2603,308,254,2004-04-27 23:18:59,13
2605,2605,19,331,2004-04-27 23:19:55,13
2606,2606,254,308,2004-04-27 23:20:02,13
2608,2608,19,365,2004-04-27 23:22:22,13
2609,2609,212,75,2004-04-27 23:22:33,13
2611,2611,313,75,2004-04-27 23:24:12,13
2612,2612,365,209,2004-04-27 23:24:19,13
2613,2613,323,124,2004-04-27 23:24:44,13
2624,2624,308,60,2004-04-27 23:30:16,13
2628,2628,286,221,2004-04-27 23:36:32,13
2629,2629,9,308,2004-04-27 23:36:33,13
2630,2630,88,212,2004-04-27 23:40:02,13
2632,2632,74,63,2004-04-27 23:40:20,13
2634,2634,88,358,2004-04-27 23:41:13,13
2637,2637,72,337,2004-04-27 23:42:17,13
2638,2638,358,88,2004-04-27 23:42:22,13
2640,2640,9,177,2004-04-27 23:43:42,13
2641,2641,9,311,2004-04-27 23:43:56,13
2643,2643,36,75,2004-04-27 23:44:15,13
2645,2645,9,366,2004-04-27 23:44:27,13
2647,2647,9,358,2004-04-27 23:45:13,13
2652,2652,60,308,2004-04-27 23:47:08,13
2654,2654,212,224,2004-04-27 23:47:58,13
2657,2657,286,367,2004-04-27 23:49:53,13
2659,2659,9,282,2004-04-27 23:52:32,13
2662,2662,286,202,2004-04-27 23:56:08,13
2667,2667,368,367,2004-04-27 23:59:54,13
2670,2670,36,361,2004-04-28 00:03:30,13
2671,2671,128,236,2004-04-28 00:05:45,13
2672,2672,334,128,2004-04-28 00:05:50,13
2673,2673,367,368,2004-04-28 00:06:21,13
2674,2674,254,337,2004-04-28 00:07:13,13
2675,2675,254,281,2004-04-28 00:07:30,13
2678,2678,20,21,2004-04-28 00:10:38,13
2680,2680,20,275,2004-04-28 00:11:51,13
2683,2683,9,212,2004-04-28 00:13:24,13
2684,2684,32,63,2004-04-28 00:13:37,13
2688,2688,368,288,2004-04-28 00:15:29,13
2689,2689,327,144,2004-04-28 00:16:53,13
2691,2691,288,368,2004-04-28 00:19:32,13
2693,2693,144,281,2004-04-28 00:20:39,13
2696,2696,144,88,2004-04-28 00:24:58,13
2701,2701,97,327,2004-04-28 00:27:04,13
2703,2703,144,142,2004-04-28 00:28:38,13
2709,2709,144,369,2004-04-28 00:34:01,13
2713,2713,212,74,2004-04-28 00:34:51,13
2714,2714,144,370,2004-04-28 00:35:04,13
2717,2717,371,306,2004-04-28 00:35:47,13
2720,2720,311,48,2004-04-28 00:36:07,13
2721,2721,144,359,2004-04-28 00:36:17,13
2723,2723,323,372,2004-04-28 00:38:20,13
2728,2728,289,212,2004-04-28 00:43:20,13
2729,2729,144,283,2004-04-28 00:45:35,13
2734,2734,277,191,2004-04-28 00:54:13,13
2736,2736,144,48,2004-04-28 00:55:44,13
2742,2742,373,308,2004-04-28 01:04:20,13
2743,2743,248,283,2004-04-28 01:05:12,13
2744,2744,308,373,2004-04-28 01:05:55,13
2746,2746,338,144,2004-04-28 01:06:57,13
2749,2749,248,374,2004-04-28 01:07:47,13
2750,2750,103,316,2004-04-28 01:08:21,13
2754,2754,220,221,2004-04-28 01:14:19,13
2758,2758,103,375,2004-04-28 01:16:34,13
2759,2759,372,242,2004-04-28 01:16:34,13
2760,2760,128,324,2004-04-28 01:17:44,13
2761,2761,103,365,2004-04-28 01:19:01,13
2762,2762,44,174,2004-04-28 01:19:16,13
2763,2763,44,373,2004-04-28 01:20:26,13
2765,2765,368,340,2004-04-28 01:21:23,13
2766,2766,95,365,2004-04-28 01:21:33,13
2767,2767,44,372,2004-04-28 01:22:43,13
2768,2768,372,368,2004-04-28 01:22:59,13
2771,2771,9,371,2004-04-28 01:27:35,13
2772,2772,44,365,2004-04-28 01:27:47,13
2773,2773,365,95,2004-04-28 01:27:55,13
2776,2776,9,368,2004-04-28 01:29:57,13
2778,2778,372,371,2004-04-28 01:30:31,13
2780,2780,340,368,2004-04-28 01:31:59,13
2783,2783,372,375,2004-04-28 01:33:34,13
2785,2785,48,311,2004-04-28 01:36:07,13
2787,2787,236,128,2004-04-28 01:38:17,13
2791,2791,372,376,2004-04-28 01:42:45,13
2792,2792,376,372,2004-04-28 01:44:07,13
2793,2793,376,377,2004-04-28 01:44:59,13
2795,2795,335,72,2004-04-28 01:46:33,13
2797,2797,102,97,2004-04-28 01:48:06,13
2798,2798,335,155,2004-04-28 01:50:27,13
2799,2799,337,72,2004-04-28 01:50:31,13
2801,2801,335,88,2004-04-28 01:54:24,13
2802,2802,103,378,2004-04-28 01:57:55,13
2805,2805,176,374,2004-04-28 02:03:48,13
2809,2809,248,375,2004-04-28 02:08:40,13
2810,2810,375,248,2004-04-28 02:09:05,13
2814,2814,335,368,2004-04-28 02:12:49,13
2815,2815,379,349,2004-04-28 02:13:39,13
2817,2817,332,352,2004-04-28 02:16:15,13
2819,2819,335,98,2004-04-28 02:18:35,13
2823,2823,41,380,2004-04-28 02:22:12,13
2824,2824,41,371,2004-04-28 02:23:18,13
2825,2825,98,97,2004-04-28 02:23:21,13
2826,2826,335,50,2004-04-28 02:23:32,13
2827,2827,41,381,2004-04-28 02:23:48,13
2828,2828,335,365,2004-04-28 02:24:39,13
2829,2829,41,382,2004-04-28 02:24:59,13
2830,2830,41,343,2004-04-28 02:25:51,13
2832,2832,41,383,2004-04-28 02:27:48,13
2839,2839,368,194,2004-04-28 02:39:51,13
2840,2840,194,368,2004-04-28 02:40:29,13
2845,2845,368,236,2004-04-28 02:45:43,13
2846,2846,368,322,2004-04-28 02:46:50,13
2849,2849,171,56,2004-04-28 02:56:42,13
2850,2850,368,309,2004-04-28 03:32:00,13
2851,2851,62,102,2004-04-28 04:36:10,13
2852,2852,62,347,2004-04-28 04:46:21,13
2853,2853,176,378,2004-04-28 05:04:40,13
2855,2855,32,63,2004-04-28 06:55:59,14
2856,2856,32,378,2004-04-28 06:58:13,14
2857,2857,189,358,2004-04-28 07:38:02,14
2858,2858,317,311,2004-04-28 08:09:35,14
2859,2859,300,384,2004-04-28 08:22:06,14
2860,2860,41,300,2004-04-28 08:23:08,14
2861,2861,41,325,2004-04-28 08:23:53,14
2862,2862,97,338,2004-04-28 08:28:55,14
2863,2863,309,368,2004-04-28 08:30:05,14
2864,2864,372,97,2004-04-28 08:35:14,14
2865,2865,372,375,2004-04-28 08:40:53,14
2866,2866,1,146,2004-04-28 08:45:45,14
2867,2867,1,101,2004-04-28 08:46:42,14
2868,2868,1,211,2004-04-28 08:48:41,14
2869,2869,1,30,2004-04-28 08:49:05,14
2870,2870,70,385,2004-04-28 09:04:25,14
2871,2871,277,362,2004-04-28 09:12:58,14
2872,2872,154,56,2004-04-28 09:21:36,14
2873,2873,321,154,2004-04-28 09:32:13,14
2874,2874,27,221,2004-04-28 10:15:51,14
2875,2875,79,365,2004-04-28 10:17:50,14
2876,2876,79,386,2004-04-28 10:19:13,14
2877,2877,228,314,2004-04-28 10:25:05,14
2878,2878,239,349,2004-04-28 10:26:59,14
2879,2879,386,50,2004-04-28 10:27:44,14
2880,2880,386,260,2004-04-28 10:29:04,14
2881,2881,319,338,2004-04-28 10:29:58,14
2882,2882,376,50,2004-04-28 10:35:20,14
2883,2883,50,386,2004-04-28 10:36:33,14
2884,2884,50,376,2004-04-28 10:37:20,14
2888,2888,386,387,2004-04-28 10:40:58,14
2890,2890,30,72,2004-04-28 10:49:36,14
2892,2892,277,376,2004-04-28 10:57:05,14
2893,2893,63,32,2004-04-28 11:15:05,14
2894,2894,376,191,2004-04-28 11:26:56,14
2895,2895,212,376,2004-04-28 11:28:42,14
2898,2898,371,377,2004-04-28 11:31:53,14
2899,2899,311,48,2004-04-28 11:32:44,14
2900,2900,376,377,2004-04-28 11:33:02,14
2902,2902,311,365,2004-04-28 11:38:23,14
2903,2903,388,306,2004-04-28 11:50:25,14
2904,2904,378,32,2004-04-28 11:52:30,14
2905,2905,189,349,2004-04-28 11:52:35,14
2906,2906,314,48,2004-04-28 12:00:09,14
2909,2909,9,177,2004-04-28 12:08:41,14
2910,2910,359,144,2004-04-28 12:15:48,14
2911,2911,34,365,2004-04-28 12:20:20,14
2913,2913,385,70,2004-04-28 12:33:30,14
2914,2914,254,378,2004-04-28 12:34:07,14
2915,2915,345,361,2004-04-28 12:34:34,14
2916,2916,345,346,2004-04-28 12:35:34,14
2917,2917,365,79,2004-04-28 12:38:02,14
2918,2918,365,311,2004-04-28 12:38:15,14
2919,2919,204,374,2004-04-28 12:47:03,14
2920,2920,72,30,2004-04-28 13:05:07,14
2922,2922,204,298,2004-04-28 13:10:31,14
2923,2923,145,88,2004-04-28 13:10:53,14
2930,2930,191,376,2004-04-28 13:21:34,14
2931,2931,389,254,2004-04-28 13:24:29,14
2932,2932,63,337,2004-04-28 13:24:48,14
2933,2933,63,193,2004-04-28 13:25:03,14
2934,2934,337,63,2004-04-28 13:27:38,14
2935,2935,212,388,2004-04-28 13:29:32,14
2936,2936,263,378,2004-04-28 13:31:00,14
2938,2938,212,224,2004-04-28 13:33:25,14
2939,2939,390,316,2004-04-28 13:40:12,14
2940,2940,27,184,2004-04-28 13:42:44,14
2941,2941,391,349,2004-04-28 13:44:02,14
2942,2942,349,391,2004-04-28 13:48:49,14
2944,2944,378,254,2004-04-28 14:04:24,14
2945,2945,378,263,2004-04-28 14:05:20,14
2946,2946,392,383,2004-04-28 14:05:45,14
2947,2947,319,337,2004-04-28 14:15:30,14
2948,2948,387,386,2004-04-28 14:16:20,14
2949,2949,393,394,2004-04-28 14:22:56,14
2950,2950,395,8,2004-04-28 14:24:25,14
2952,2952,393,263,2004-04-28 14:26:21,14
2953,2953,396,378,2004-04-28 14:28:02,14
2955,2955,176,396,2004-04-28 14:30:02,14
2957,2957,386,343,2004-04-28 14:32:43,14
2959,2959,9,391,2004-04-28 14:34:10,14
2960,2960,9,52,2004-04-28 14:34:41,14
2961,2961,308,281,2004-04-28 14:36:09,14
2962,2962,8,395,2004-04-28 14:38:02,14
2963,2963,9,386,2004-04-28 14:38:10,14
2964,2964,9,8,2004-04-28 14:39:43,14
2966,2966,289,392,2004-04-28 14:42:25,14
2967,2967,41,391,2004-04-28 14:44:41,14
2968,2968,289,375,2004-04-28 14:45:24,14
2970,2970,289,371,2004-04-28 14:46:18,14
2972,2972,289,391,2004-04-28 14:50:40,14
2973,2973,308,373,2004-04-28 14:51:57,14
2974,2974,308,263,2004-04-28 14:54:13,14
2975,2975,263,308,2004-04-28 14:55:09,14
2977,2977,260,386,2004-04-28 15:00:12,14
2983,2983,281,308,2004-04-28 15:06:28,14
2989,2989,321,359,2004-04-28 15:13:54,14
2990,2990,372,376,2004-04-28 15:13:59,14
2991,2991,283,260,2004-04-28 15:14:14,14
2996,2996,254,396,2004-04-28 15:17:30,14
2999,2999,62,371,2004-04-28 15:20:15,14
3002,3002,1,397,2004-04-28 15:22:05,14
3003,3003,396,254,2004-04-28 15:22:21,14
3005,3005,321,396,2004-04-28 15:24:04,14
3009,3009,327,97,2004-04-28 15:27:22,14
3011,3011,357,396,2004-04-28 15:31:21,14
3015,3015,332,308,2004-04-28 15:33:14,14
3016,3016,357,378,2004-04-28 15:33:34,14
3020,3020,220,373,2004-04-28 15:37:06,14
3023,3023,220,308,2004-04-28 15:37:56,14
3024,3024,220,224,2004-04-28 15:38:06,14
3027,3027,220,62,2004-04-28 15:40:10,14
3029,3029,220,254,2004-04-28 15:41:48,14
3038,3038,204,294,2004-04-28 15:51:45,14
3039,3039,32,396,2004-04-28 15:53:33,14
3040,3040,398,209,2004-04-28 15:56:24,14
3044,3044,355,316,2004-04-28 16:04:29,14
3045,3045,399,396,2004-04-28 16:06:57,14
3049,3049,145,263,2004-04-28 16:08:15,14
3051,3051,399,364,2004-04-28 16:14:57,14
3052,3052,399,382,2004-04-28 16:19:52,14
3053,3053,209,396,2004-04-28 16:20:41,14
3054,3054,399,126,2004-04-28 16:21:03,14
3055,3055,399,299,2004-04-28 16:22:11,14
3056,3056,399,375,2004-04-28 16:25:37,14
3057,3057,32,58,2004-04-28 16:25:53,14
3060,3060,399,59,2004-04-28 16:29:41,14
3062,3062,399,386,2004-04-28 16:36:46,14
3063,3063,399,76,2004-04-28 16:39:07,14
3064,3064,398,378,2004-04-28 16:42:17,14
3065,3065,400,32,2004-04-28 16:42:46,14
3066,3066,74,379,2004-04-28 16:43:05,14
3067,3067,74,396,2004-04-28 16:44:44,14
3069,3069,74,378,2004-04-28 16:46:39,14
3070,3070,399,365,2004-04-28 16:46:43,14
3071,3071,378,74,2004-04-28 16:48:17,14
3073,3073,399,311,2004-04-28 16:55:33,14
3074,3074,48,311,2004-04-28 16:56:58,14
3075,3075,399,149,2004-04-28 17:02:32,14
3076,3076,373,308,2004-04-28 17:04:32,14
3078,3078,316,355,2004-04-28 17:09:30,14
3079,3079,316,390,2004-04-28 17:09:51,14
3081,3081,228,392,2004-04-28 17:19:00,14
3083,3083,378,396,2004-04-28 17:26:47,14
3088,3088,400,396,2004-04-28 17:37:06,14
3089,3089,36,296,2004-04-28 17:43:58,14
3090,3090,12,175,2004-04-28 17:46:47,14
3092,3092,36,128,2004-04-28 17:49:17,14
3093,3093,36,401,2004-04-28 17:49:36,14
3097,3097,12,402,2004-04-28 17:51:18,14
3098,3098,396,74,2004-04-28 17:53:55,14
3099,3099,396,399,2004-04-28 17:55:20,14
3106,3106,212,303,2004-04-28 18:13:46,14
3107,3107,365,399,2004-04-28 18:15:49,14
3109,3109,368,309,2004-04-28 18:23:28,14
3111,3111,95,365,2004-04-28 18:28:18,14
3112,3112,9,175,2004-04-28 18:29:08,14
3116,3116,310,97,2004-04-28 18:30:59,14
3117,3117,9,212,2004-04-28 18:33:33,14
3118,3118,403,8,2004-04-28 18:34:56,14
3119,3119,9,88,2004-04-28 18:39:09,14
3120,3120,9,34,2004-04-28 18:39:34,14
3121,3121,402,281,2004-04-28 18:40:40,14
3122,3122,323,281,2004-04-28 18:43:43,14
3124,3124,303,212,2004-04-28 18:57:42,14
3126,3126,303,389,2004-04-28 18:58:45,14
3127,3127,44,242,2004-04-28 18:59:06,14
3128,3128,176,263,2004-04-28 19:04:22,14
3130,3130,393,191,2004-04-28 19:05:43,14
3131,3131,191,396,2004-04-28 19:05:52,14
3132,3132,8,403,2004-04-28 19:06:29,14
3134,3134,396,191,2004-04-28 19:07:22,14
3141,3141,400,323,2004-04-28 19:10:20,14
3146,3146,41,263,2004-04-28 19:14:28,14
3150,3150,384,300,2004-04-28 19:22:02,14
3152,3152,6,404,2004-04-28 19:27:23,14
3153,3153,212,394,2004-04-28 19:28:00,14
3157,3157,398,405,2004-04-28 19:36:05,14
3165,3165,191,405,2004-04-28 19:49:13,14
3169,3169,405,191,2004-04-28 19:52:24,14
3172,3172,314,281,2004-04-28 19:56:00,14
3173,3173,194,406,2004-04-28 19:56:42,14
3174,3174,103,396,2004-04-28 19:56:45,14
3175,3175,6,378,2004-04-28 19:58:08,14
3177,3177,103,405,2004-04-28 19:59:29,14
3178,3178,378,6,2004-04-28 20:00:04,14
3180,3180,389,62,2004-04-28 20:01:11,14
3182,3182,389,303,2004-04-28 20:01:33,14
3191,3191,281,314,2004-04-28 20:09:53,14
3192,3192,281,402,2004-04-28 20:10:25,14
3193,3193,281,323,2004-04-28 20:10:49,14
3194,3194,41,407,2004-04-28 20:12:41,14
3195,3195,9,405,2004-04-28 20:12:55,14
3196,3196,404,132,2004-04-28 20:15:06,14
3197,3197,314,228,2004-04-28 20:16:32,14
3202,3202,297,62,2004-04-28 20:23:11,14
3205,3205,103,393,2004-04-28 20:29:01,14
3210,3210,74,408,2004-04-28 20:37:35,14
3214,3214,409,50,2004-04-28 20:46:38,14
3215,3215,201,410,2004-04-28 20:47:35,14
3216,3216,410,201,2004-04-28 20:48:39,14
3218,3218,201,52,2004-04-28 20:49:43,14
3219,3219,214,396,2004-04-28 20:50:37,14
3220,3220,41,396,2004-04-28 20:51:17,14
3221,3221,396,214,2004-04-28 20:51:45,14
3223,3223,103,371,2004-04-28 20:52:58,14
3242,3242,308,32,2004-04-28 21:08:04,14
3243,3243,344,403,2004-04-28 21:11:07,14
3245,3245,260,283,2004-04-28 21:12:12,14
3251,3251,272,273,2004-04-28 21:29:14,14
3253,3253,27,406,2004-04-28 21:29:37,14
3254,3254,297,272,2004-04-28 21:32:24,14
3257,3257,263,405,2004-04-28 21:37:51,14
3260,3260,3,308,2004-04-28 21:49:09,14
3261,3261,38,365,2004-04-28 21:49:25,14
3262,3262,368,394,2004-04-28 21:54:45,14
3263,3263,3,88,2004-04-28 21:58:56,14
3264,3264,321,411,2004-04-28 22:00:59,14
3266,3266,88,3,2004-04-28 22:02:06,14
3267,3267,234,166,2004-04-28 22:05:13,14
3268,3268,321,412,2004-04-28 22:05:36,14
3270,3270,307,368,2004-04-28 22:07:09,14
3273,3273,405,263,2004-04-28 22:09:07,14
3274,3274,103,344,2004-04-28 22:09:37,14
3275,3275,172,344,2004-04-28 22:10:17,14
3277,3277,9,411,2004-04-28 22:11:12,14
3279,3279,372,389,2004-04-28 22:12:29,14
3280,3280,372,407,2004-04-28 22:13:37,14
3281,3281,394,368,2004-04-28 22:13:44,14
3282,3282,409,263,2004-04-28 22:13:59,14
3285,3285,6,413,2004-04-28 22:15:37,14
3286,3286,321,405,2004-04-28 22:16:30,14
3287,3287,212,413,2004-04-28 22:16:50,14
3288,3288,131,393,2004-04-28 22:17:24,14
3289,3289,38,288,2004-04-28 22:17:29,14
3290,3290,131,191,2004-04-28 22:19:55,14
3291,3291,321,344,2004-04-28 22:21:38,14
3292,3292,27,414,2004-04-28 22:22:13,14
3293,3293,38,405,2004-04-28 22:22:37,14
3295,3295,38,175,2004-04-28 22:24:34,14
3296,3296,415,329,2004-04-28 22:25:34,14
3298,3298,414,396,2004-04-28 22:26:26,14
3300,3300,413,6,2004-04-28 22:28:59,14
3302,3302,83,368,2004-04-28 22:30:44,14
3305,3305,344,172,2004-04-28 22:33:36,14
3308,3308,325,344,2004-04-28 22:37:13,14
3311,3311,321,389,2004-04-28 22:38:48,14
3312,3312,69,6,2004-04-28 22:39:09,14
3313,3313,103,343,2004-04-28 22:39:32,14
3315,3315,69,403,2004-04-28 22:41:23,14
3318,3318,38,177,2004-04-28 22:43:26,14
3319,3319,325,378,2004-04-28 22:44:33,14
3321,3321,321,177,2004-04-28 22:44:55,14
3322,3322,317,281,2004-04-28 22:45:21,14
3324,3324,321,72,2004-04-28 22:46:18,14
3325,3325,317,308,2004-04-28 22:46:33,14
3328,3328,416,212,2004-04-28 22:51:00,14
3331,3331,325,6,2004-04-28 22:57:17,14
3332,3332,281,352,2004-04-28 22:57:27,14
3333,3333,212,387,2004-04-28 22:57:41,14
3334,3334,6,325,2004-04-28 22:58:20,14
3336,3336,212,416,2004-04-28 22:58:54,14
3338,3338,32,308,2004-04-28 23:01:39,14
3342,3342,67,410,2004-04-28 23:03:33,14
3345,3345,303,6,2004-04-28 23:04:09,14
3347,3347,357,343,2004-04-28 23:05:37,14
3348,3348,67,396,2004-04-28 23:06:05,14
3349,3349,277,417,2004-04-28 23:06:46,14
3350,3350,357,405,2004-04-28 23:07:01,14
3355,3355,357,393,2004-04-28 23:08:43,14
3356,3356,67,378,2004-04-28 23:08:48,14
3357,3357,413,212,2004-04-28 23:09:13,14
3358,3358,357,63,2004-04-28 23:09:31,14
3363,3363,357,389,2004-04-28 23:12:41,14
3365,3365,311,399,2004-04-28 23:14:33,14
3367,3367,69,418,2004-04-28 23:15:22,14
3371,3371,378,325,2004-04-28 23:18:48,14
3374,3374,378,67,2004-04-28 23:19:51,14
3379,3379,323,413,2004-04-28 23:24:56,14
3382,3382,96,74,2004-04-28 23:28:11,14
3383,3383,350,6,2004-04-28 23:29:03,14
3389,3389,323,337,2004-04-28 23:31:08,14
3390,3390,52,201,2004-04-28 23:32:29,14
3391,3391,321,311,2004-04-28 23:35:47,14
3392,3392,323,356,2004-04-28 23:35:54,14
3396,3396,376,6,2004-04-28 23:37:09,14
3397,3397,69,75,2004-04-28 23:37:32,14
3398,3398,335,72,2004-04-28 23:37:51,14
3399,3399,19,396,2004-04-28 23:37:59,14
3400,3400,3,51,2004-04-28 23:38:34,14
3404,3404,6,376,2004-04-28 23:39:30,14
3406,3406,335,50,2004-04-28 23:39:55,14
3407,3407,289,419,2004-04-28 23:42:10,14
3408,3408,335,278,2004-04-28 23:43:49,14
3412,3412,161,162,2004-04-28 23:45:44,14
3413,3413,19,8,2004-04-28 23:46:14,14
3415,3415,19,419,2004-04-28 23:48:28,14
3416,3416,249,8,2004-04-28 23:49:08,14
3417,3417,102,62,2004-04-28 23:49:55,14
3422,3422,321,52,2004-04-28 23:51:46,14
3424,3424,44,19,2004-04-28 23:52:44,14
3427,3427,335,6,2004-04-28 23:53:46,14
3433,3433,74,419,2004-04-28 23:56:46,14
3436,3436,398,368,2004-04-28 23:58:28,14
3437,3437,51,419,2004-04-28 23:58:30,14
3438,3438,44,129,2004-04-28 23:58:40,14
3444,3444,228,311,2004-04-29 00:00:07,14
3449,3449,3,132,2004-04-29 00:01:10,14
3453,3453,62,102,2004-04-29 00:04:10,14
3460,3460,51,3,2004-04-29 00:09:34,14
3466,3466,323,102,2004-04-29 00:11:58,14
3470,3470,212,51,2004-04-29 00:16:19,14
3472,3472,294,51,2004-04-29 00:16:40,14
3473,3473,323,367,2004-04-29 00:17:09,14
3475,3475,19,420,2004-04-29 00:17:42,14
3478,3478,323,421,2004-04-29 00:19:38,14
3484,3484,398,6,2004-04-29 00:22:24,14
3486,3486,368,294,2004-04-29 00:23:22,14
3488,3488,335,263,2004-04-29 00:24:52,14
3489,3489,294,368,2004-04-29 00:25:54,14
3490,3490,145,281,2004-04-29 00:25:57,14
3498,3498,132,3,2004-04-29 00:28:21,14
3501,3501,422,212,2004-04-29 00:29:35,14
3506,3506,294,288,2004-04-29 00:31:54,14
3508,3508,288,294,2004-04-29 00:32:31,14
3511,3511,57,56,2004-04-29 00:35:16,14
3514,3514,263,311,2004-04-29 00:35:58,14
3521,3521,372,212,2004-04-29 00:39:47,14
3525,3525,289,212,2004-04-29 00:41:22,14
3526,3526,256,48,2004-04-29 00:41:31,14
3527,3527,335,373,2004-04-29 00:41:50,14
3528,3528,372,72,2004-04-29 00:43:36,14
3532,3532,340,56,2004-04-29 00:45:12,14
3535,3535,372,311,2004-04-29 00:46:22,14
3536,3536,372,233,2004-04-29 00:47:10,14
3538,3538,335,174,2004-04-29 00:49:03,14
3539,3539,372,368,2004-04-29 00:50:48,14
3543,3543,423,410,2004-04-29 00:53:54,14
3548,3548,144,283,2004-04-29 00:57:13,14
3552,3552,335,115,2004-04-29 00:58:33,14
3556,3556,335,60,2004-04-29 01:00:17,14
3566,3566,228,378,2004-04-29 01:03:21,14
3567,3567,41,419,2004-04-29 01:04:12,14
3568,3568,69,373,2004-04-29 01:05:04,14
3569,3569,19,109,2004-04-29 01:05:06,14
3570,3570,373,311,2004-04-29 01:05:07,14
3572,3572,176,419,2004-04-29 01:05:52,14
3575,3575,367,323,2004-04-29 01:09:03,14
3576,3576,69,228,2004-04-29 01:09:04,14
3578,3578,144,48,2004-04-29 01:10:05,14
3582,3582,144,338,2004-04-29 01:11:57,14
3587,3587,423,8,2004-04-29 01:15:15,14
3590,3590,144,413,2004-04-29 01:17:09,14
3592,3592,389,68,2004-04-29 01:19:00,14
3594,3594,321,212,2004-04-29 01:19:24,14
3595,3595,335,19,2004-04-29 01:19:46,14
3596,3596,228,386,2004-04-29 01:19:49,14
3604,3604,423,97,2004-04-29 01:25:51,14
3606,3606,423,128,2004-04-29 01:27:10,14
3607,3607,144,374,2004-04-29 01:27:11,14
3608,3608,72,372,2004-04-29 01:27:12,14
3615,3615,424,405,2004-04-29 01:31:26,14
3617,3617,368,221,2004-04-29 01:32:38,14
3618,3618,212,372,2004-04-29 01:35:14,14
